Date,Ticker,Close,Open,High,Low,Volume,RSI,EMA_20,EMA_50,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,BB_Width,Price_Change,Volatility_20,Daily_Return,High_Low_Range,Sentiment_Score,Sentiment_Positive_Ratio,Sentiment_Negative_Ratio,Daily_Sentiment,Price_Direction
2021-01-15,AAPL,127.14,128.78,130.2242,127.0,111598500,42.58064516129032,129.26617600077256,127.25102001745766,0.7405330379219208,1.3867821422016884,-0.6462491042797676,135.951231747123,130.55374999999998,125.15626825287696,10.794963494246034,-0.013730509657900791,0.01962996298495375,-0.012734896723093652,0.02538740157480312,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.45710351819422046,1
2021-01-19,AAPL,127.83,127.78,128.71,126.938,90757330,34.46704067321177,129.12939733403232,127.27372511481227,0.5472784313580519,1.218881400032961,-0.6716029686749092,135.98411948193532,130.51024999999998,125.03638051806465,10.947738963870677,0.005427088249174039,0.019603936414866116,0.0003912975426514099,0.013959570814098266,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.456872312118441,1
2021-01-20,AAPL,132.03,128.66,132.49,128.55,104319500,45.40453074433656,129.40564520698163,127.46024569854512,0.724674070872311,1.1200399342008311,-0.3953658633285202,135.97672379331365,130.77900000000002,125.58127620668638,10.39544758662727,0.032856137057028834,0.0205522813028004,0.026193066998290104,0.030649552703228295,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5276415146320701,1
2021-01-21,AAPL,136.87,133.8,139.67,133.59,120529500,54.55333911535128,130.11653613965004,127.8292556711512,1.2414977306527248,1.1443314934912099,0.09716623716151496,136.9270527418288,131.211,125.49494725817125,11.432105483657537,0.036658335226842365,0.0218546912813487,0.02294469357249621,0.04551238865184508,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3121172630096869,1
2021-01-22,AAPL,139.07,136.28,139.85,135.02,114459400,58.92058165548099,130.9692469834929,128.2700691742433,1.8077670056299553,1.277018595918959,0.5307484097109962,138.28151992405418,131.57049999999998,124.8594800759458,13.422039848108383,0.016073646525900376,0.02127749259746885,0.02047255650132075,0.03577247815138486,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3309535042241634,1
2021-01-25,AAPL,142.92,143.07,145.09,136.54,157611700,68.59344894026975,132.10741393744595,128.84457626544946,2.5379464432260193,1.5292041653803712,1.008742277845648,140.56919990818432,132.1685,123.76780009181567,16.801399816368644,0.027683900194146682,0.021837317473293635,-0.0010484378276368609,0.06261901274351847,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4472165345513694,1
2021-01-26,AAPL,143.16,143.6,144.3,141.37,98390560,67.3720331712897,133.1600411814987,129.40596543151028,3.100247182730328,1.8434127688503628,1.2568344138799654,142.4583509970769,132.728,122.99764900292311,19.460701994153794,0.0016792611251050804,0.021833800609712472,-0.0030640668523676724,0.02072575511070246,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4021621754420243,0
2021-01-27,AAPL,142.06,143.43,144.3,140.41,140843800,74.41566645609606,134.00765630707028,129.90220208125498,3.417716455188355,2.158273506117961,1.2594429490703938,143.45620367900696,132.99650000000003,122.5367963209931,20.919407358013856,-0.007683710533668564,0.020669043174583214,-0.009551697692254092,0.02770457944590852,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5348700207349941,0
2021-01-28,AAPL,137.09,139.52,141.99,136.7,142621100,59.54812751470136,134.30121284925406,130.18407650944107,3.231030370017976,2.3728248788979642,0.8582054911200117,143.69722665021695,133.1075,122.51777334978303,21.17945330043392,-0.03498521751372663,0.02204364325457344,-0.017416857798165184,0.03869787856620352,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4126428799233456,0
2021-01-29,AAPL,131.96,135.83,136.74,130.21,177523800,49.876067199118694,134.07824019694414,130.25372056789436,2.6387147150267367,2.426002846123719,0.21271186890301763,143.61704385645433,133.0195,122.42195614354566,21.195087712908673,-0.037420672550879,0.023596264938322523,-0.028491496723846016,0.05014975808309654,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3622149173419375,1
2021-02-01,AAPL,134.14,133.75,135.38,130.93,106239800,57.2840203274986,134.08412208294945,130.4061236828789,2.3184820541073634,2.404498687720448,-0.08601663361308454,143.69988703599452,133.092,122.4841129640055,21.215774071989017,0.016520157623522103,0.023822147514540697,0.002915887850467188,0.033987626976246764,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.650010164367622,1
2021-02-02,AAPL,134.99,135.73,136.31,134.61,83305370,58.57578276530896,134.1703961702876,130.5858835384523,2.1089723390952315,2.345393417995405,-0.2364210789001735,143.86403508348073,133.371,122.87796491651929,20.98607016696144,0.00633666318771442,0.023070550604036302,-0.005452000294702577,0.012629076591635008,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.48086765742681314,0
2021-02-03,AAPL,133.94,135.76,135.77,133.61,89880940,54.35092724679031,134.14845367787925,130.71741751733651,1.8370319944094433,2.2437211332782128,-0.40668913886876945,143.95340134306107,133.51749999999998,123.08159865693888,20.871802686122194,-0.0077783539521446565,0.023050786349404363,-0.013406010606953398,0.01616645460669109,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.510198107944259,1
2021-02-04,AAPL,137.39,136.3,137.4,134.59,84183060,61.61007667031763,134.45717237522408,130.97908741861744,1.8782521574686086,2.170627338116292,-0.2923751806476833,144.09520512368928,134.057,124.0187948763107,20.07641024737859,0.025757802000895946,0.02210946127525139,0.00799706529713848,0.02087822275057584,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.360970468854121,0
2021-02-05,AAPL,136.76,137.35,137.42,135.86,75693830,63.59525155455058,134.6764892918694,131.2057898727893,1.8388861637689047,2.1042791032468147,-0.26539293947791,144.34264619198242,134.349,124.35535380801755,19.98729238396487,-0.004585486571075048,0.021032161943483965,-0.0042955951947579426,0.011482408361548459,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.44900701502294843,1
2021-02-08,AAPL,136.91,136.03,136.96,134.92,71297210,63.03099885189438,134.88920459740564,131.42948438758188,1.7990537053002527,2.043234023657502,-0.24418031835724952,144.58661876264048,134.592,124.59738123735953,19.989237525280956,0.0010968119333139015,0.020981994614462374,0.006469161214437958,0.015120071153276168,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5145375464464533,0
2021-02-09,AAPL,136.01,136.62,137.877,135.85,76774210,56.30944831959416,134.99594701670034,131.60911245081397,1.6755490303712577,1.9696970250002535,-0.29414799462899577,144.59570514755694,134.9435,125.29129485244304,19.304410295113897,-0.006573661529471919,0.02024343975877767,-0.004464939247548043,0.014920868605079244,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3883459297332364,0
2021-02-10,AAPL,135.39,136.48,136.99,134.4,73046560,47.291361639824274,135.0334758722527,131.75738255078204,1.5102328431149488,1.8778041886231926,-0.3675713455082439,144.48191353097917,135.273,126.06408646902084,18.417827061958334,-0.004558488346445122,0.020290667170828725,-0.007986518171160636,0.01927083333333336,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5410150893100338,0
2021-02-11,AAPL,135.13,135.9,136.39,133.77,64280030,42.23798266351458,135.04266864632388,131.88964205859452,1.3427602423515737,1.770795399368869,-0.42803515701729533,144.46134669562167,135.48499999999999,126.5086533043783,17.952693391243372,-0.00192037816677737,0.02005806366228539,-0.00566593083149382,0.01958585632055002,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4433814184835862,1
2021-02-12,AAPL,135.37,134.35,135.53,133.6921,60145130,32.659623334864534,135.0738430609597,132.0261266837477,1.2153927033791092,1.659714860170917,-0.44432215679180787,144.23635215211124,135.808,127.37964784788875,16.85670430422249,0.0017760674905646923,0.01966005785823445,0.00759211016002985,0.013747259561335264,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.474275912496139,0
2021-02-16,AAPL,133.19,135.49,136.01,132.79,80576320,28.97511598481654,134.89442943610638,132.07176877458113,0.9278495579918058,1.5133417997350949,-0.5854922417432891,143.6123018186509,136.1105,128.6086981813491,15.003603637301808,-0.016104011228484927,0.019770874146605458,-0.016975422540408968,0.024248813916710587,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.443274626252527,0
2021-02-17,AAPL,130.84,131.25,132.22,129.47,98085250,27.524038461538467,134.50829329933435,132.0234641167544,0.5045282952753496,1.311579098843146,-0.8070508035677963,143.15988442545515,136.261,129.36211557454484,13.797768850910302,-0.017643967264809657,0.020258916273645233,-0.003123809523809498,0.021240441801189464,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6886731059263604,0
2021-02-18,AAPL,129.71,129.2,129.995,127.41,96856750,32.52840909090911,134.05131298511205,131.93274003374444,0.0769742769616073,1.0646581344668382,-0.9876838575052309,143.41164332846714,136.14499999999998,128.87835667153283,14.533286656934308,-0.00863650259859372,0.018945668322692878,0.003947368421052782,0.020288831331920634,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5020955650016733,1
2021-02-19,AAPL,129.87,130.24,130.71,128.8,87668830,43.52941176470587,133.65309270081568,131.85184826771524,-0.24611760948889128,0.8025029856756923,-1.0486205951645835,143.5710699043857,135.795,128.01893009561428,15.552139808771415,0.0012335209313083517,0.016802389618962313,-0.0028409090909091257,0.014829192546583823,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3976741945798767,0
2021-02-22,AAPL,126.0,128.01,129.72,125.6,103916400,27.1860986547086,132.92422672930942,131.6223640219225,-0.8051654679958062,0.4809692949413926,-1.2861347629371989,143.8941796498347,135.1415,126.38882035016532,17.505359299669394,-0.02979902979902982,0.017260166720803674,-0.015701898289196086,0.03280254777070067,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5856997786857856,0
2021-02-23,AAPL,125.86,123.76,126.71,118.39,158273000,23.350846468184457,132.25144323127995,131.39638896223926,-1.2451583432591349,0.13574376730128712,-1.380902110560422,143.17353952542814,134.2885,125.40346047457186,17.770079050856282,-0.0011111111111110628,0.015523219953607106,0.016968325791855157,0.07027620576062162,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.38136092247836445,0
2021-02-24,AAPL,125.35,124.94,125.56,122.23,111039900,24.11091018685954,131.594162923539,131.15927566960244,-1.6163760279439714,-0.2146801917477646,-1.4016958361962069,142.10754854108254,133.39799999999997,124.6884514589174,17.419097082165138,-0.0040521214047354315,0.015422293424486417,0.003281575156074889,0.02724372085412745,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5243316469759423,0
2021-02-25,AAPL,120.99,124.68,126.4585,120.54,148199500,3.1428571428571956,130.5842426451067,130.76048054530432,-2.2366021224640633,-0.6190645778910243,-1.617537544573039,141.71464401956388,132.34449999999998,122.9743559804361,18.740288039127776,-0.034782608695652195,0.016671005338766687,-0.029595765158806638,0.049099883855981366,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3074782750874891,1
2021-02-26,AAPL,121.26,122.59,124.85,121.2,164560400,4.784130688448201,129.69621953604894,130.3879126807826,-2.675507442985918,-1.030353150910003,-1.6451542920759148,141.862576743571,131.553,121.24342325642901,20.619153487141986,0.002231589387552857,0.015521543625172463,-0.010849172036870856,0.030115511551155043,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.37062668258562365,1
2021-03-01,AAPL,127.79,123.75,127.93,122.79,116307900,30.61224489795923,129.51467481833,130.28603375212447,-2.4679773386313997,-1.3178779884542824,-1.1500993501771173,141.78722695783006,131.3445,120.90177304216996,20.885453915660094,0.05385122876463799,0.01885674068365007,0.032646464646464694,0.04186008632624807,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.523131411062379,0
2021-03-02,AAPL,125.12,128.41,128.72,125.01,102260900,28.46975088967976,129.09613435944144,130.08344419321762,-2.4902488826427316,-1.5523521672919722,-0.9378967153507594,141.60357056834587,130.8935,120.18342943165412,21.420141136691754,-0.020893653650520427,0.018837339572600354,-0.025621057550034982,0.029677625789936754,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5772919454750077,0
2021-03-03,AAPL,122.06,124.81,125.71,121.84,112966300,25.964659213847852,128.4260263252089,129.76879932289535,-2.723421757493284,-1.7865660853322347,-0.9368556721610495,141.46486000794698,130.247,119.02913999205305,22.435720015893935,-0.024456521739130488,0.019261229920681047,-0.02203349090617739,0.03176296782665783,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5205821155944638,0
2021-03-04,AAPL,120.13,121.75,123.6,118.62,178155000,24.489795918367378,127.63592857995091,129.39080719258573,-3.0290310268777176,-2.035059073641331,-0.9939719532363864,141.49424601840738,129.5565,117.6187539815926,23.875492036814776,-0.015811895788956254,0.019408769947774657,-0.01330595482546205,0.041982802225594244,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.49188045923664264,1
2021-03-05,AAPL,121.42,120.98,121.935,117.57,153766600,27.093596059113324,127.04393538186035,129.07822651836668,-3.1310436336389813,-2.2542559856408615,-0.8767876479981198,140.62576545277614,128.75799999999998,116.89023454722383,23.73553090555231,0.010738366769333263,0.018410806309295934,0.003636964787568174,0.0371268180658332,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4733349179165378,0
2021-03-08,AAPL,116.36,120.93,121.0,116.21,154376600,24.752475247524785,126.02641772644508,128.57947253725428,-3.5789333553620395,-2.5191914595850973,-1.0597418957769422,140.2016627209282,127.73799999999999,115.27433727907179,24.92732544185641,-0.04167352989622797,0.020055206514366496,-0.037790457289341,0.041218483779364996,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.35559308843872395,1
2021-03-09,AAPL,121.085,119.03,122.06,118.79,129525800,36.339448256546696,125.55580651440269,128.2855716534404,-3.5121354637734186,-2.717780260422762,-0.7943552033506567,138.95984823528175,126.94675,114.93365176471825,24.026196470563505,0.04060673771055345,0.02274842771962089,0.017264555154162753,0.027527569660745817,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4314608666359958,0
2021-03-10,AAPL,119.98,121.69,122.17,119.45,111943300,36.36491031390134,125.02477732255481,127.95986296114862,-3.5079247457051395,-2.8758091574792375,-0.632115588225902,137.74415261370052,126.14525,114.54634738629947,23.197805227401048,-0.009125820704463772,0.0227596849626926,-0.014052099597337445,0.022771033905399737,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.45738141037948793,1
2021-03-11,AAPL,121.96,122.54,123.21,121.26,103026500,39.45333333333332,124.73289376802578,127.72457421757416,-3.3067006817404803,-2.961987462331486,-0.34471321940899413,136.35175043303258,125.47375,114.59574956696741,21.756000866065165,0.016502750458409654,0.023310780481555413,-0.004733148359719377,0.016081147946561014,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6091575100973583,0
2021-03-12,AAPL,121.03,120.4,121.17,119.16,88105050,42.80960648148149,124.38023721868998,127.46204189531635,-3.1855513361073093,-3.006700237086651,-0.1788510990206582,134.80694016766023,124.76875000000003,114.73055983233982,20.076380335320408,-0.007625450967530312,0.023306616227567686,0.0052325581395348455,0.016868076535750294,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5378071164323128,1
2021-03-15,AAPL,123.99,121.41,124.0,120.42,92590560,47.498662386302826,124.34307176929094,127.32588338961767,-2.8182058221655666,-2.9690013541024345,0.1507955319368679,132.9100551339388,124.19975,115.48944486606118,17.420610267877635,0.02445674626125749,0.024200549361770376,0.021250308870768456,0.02972928085035707,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3271412719391933,1
2021-03-16,AAPL,125.57,125.7,127.22,124.715,115227900,50.286085825747726,124.45992207697752,127.2570252174758,-2.372243316118144,-2.849649746505577,0.4774064303874326,131.4762814663343,123.81875,116.16121853366568,15.315062932668638,0.012742963142188923,0.024307159213177592,-0.0010342084327765288,0.020085795613999882,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5358536844149462,0
2021-03-17,AAPL,124.76,124.05,125.8599,122.336,111932600,55.40114613180518,124.48850092678919,127.15910265992773,-2.0604237650426143,-2.6918045502129844,0.6313807851703701,130.44704169596176,123.51475,116.58245830403825,13.864583391923503,-0.0064505853308910455,0.02407177921717664,0.005723498589278581,0.028805094166884627,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.464937059433835,0
2021-03-18,AAPL,120.53,122.88,123.18,120.32,121469800,49.06073082861554,124.11150083852355,126.89913784973449,-2.1300759826895046,-2.5794588367082887,0.4493828540187841,129.45613097139173,123.05575000000002,116.65536902860829,12.800761942783438,-0.033905097787752525,0.02507497707072905,-0.019124348958333287,0.02376994680851075,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4357530874448708,0
2021-03-19,AAPL,119.99,119.9,121.43,119.675,185549500,38.13507757833889,123.71897694914036,126.62819126739195,-2.2034493613850543,-2.504256941643642,0.30080758025858767,128.2310071452487,122.56174999999999,116.89249285475127,11.338514290497429,-0.004480212395254313,0.02505235208275305,0.000750625521267633,0.014664716941717231,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5646129163595535,1
2021-03-22,AAPL,123.39,120.33,123.87,120.26,111912300,47.425595238095234,123.68764581112698,126.50120337455306,-1.9646000214868593,-2.3963255576122857,0.4317255361254264,127.88326254487549,122.43124999999998,116.97923745512446,10.90402508975103,0.0283356946412201,0.02523086428302296,0.025430067314884088,0.03001829369698985,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6065452397250618,0
2021-03-23,AAPL,122.54,123.33,124.24,122.14,95467140,50.76457470532018,123.57834621006727,126.34586206574706,-1.8228850113502517,-2.281637448359879,0.4587524370096272,127.47446195676783,122.26525000000001,117.05603804323219,10.418423913535634,-0.006888726801199452,0.0252683227666163,-0.006405578529149372,0.01719338464057634,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5965732993870866,0
2021-03-24,AAPL,120.09,122.82,122.9,120.065,88530490,49.937323722970866,123.24612276148943,126.10053414160012,-1.886522709831823,-2.202614500654268,0.316091790822445,127.08531007606135,122.00225,116.91918992393866,10.166120152122687,-0.019993471519503814,0.025617552071573572,-0.022227650219833823,0.023612210052888084,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.41952353515320284,1
2021-03-25,AAPL,120.59,119.54,121.66,119.0,98844680,48.66645244215938,122.99315868896663,125.88443476349816,-1.8749964313221597,-2.1370908867878464,0.26209445546568677,127.08518875598905,121.98225,116.87931124401094,10.205877511978116,0.004163544008660258,0.024433812039724705,0.008783670737828318,0.022352941176470558,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.47252404989034524,1
2021-03-26,AAPL,121.21,120.35,121.48,118.92,94071230,59.08920539730136,122.82333405192219,125.70112359630215,-1.7951397010787105,-2.0687006496460194,0.27356094856730895,127.0842273689902,121.97975000000001,116.87527263100982,10.208954737980378,0.005141388174807027,0.024455724065809186,0.00714582467802243,0.021527077026572503,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5365716306158231,1
2021-03-29,AAPL,121.39,121.65,122.58,120.7299,80819200,50.688954145019224,122.68682604697722,125.53205992585893,-1.697757479935504,-1.9945120157039165,0.2967545357684125,125.97143116558857,121.65975,117.34806883441144,8.623362331177134,0.0014850259879548577,0.020971304579668518,-0.002137279079325977,0.015324290006038252,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6009998001877026,0
2021-03-30,AAPL,119.9,120.11,120.4031,118.86,85671920,49.82238010657194,122.4214140425032,125.31119483072722,-1.7209736032001075,-1.9398043332031547,0.2188307300030472,125.45276149610277,121.39874999999999,117.34473850389722,8.108022992205548,-0.012274487190048533,0.02065651943788523,-0.0017483973024726813,0.012982500420662927,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4555278636909377,1
2021-03-31,AAPL,122.15,121.65,123.52,121.15,118323800,50.416849495392746,122.39556508607433,125.18722640599282,-1.540063459282635,-1.859856158419051,0.31979269913641595,125.46055047017352,121.40325,117.34594952982648,8.114600940347032,0.018765638031693177,0.02043503669820272,0.004110152075626798,0.019562525794469585,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.48487938980908496,1
2021-04-01,AAPL,123.0,123.66,124.18,122.49,75089130,54.33729634522237,122.453130315972,125.10145282144408,-1.3129678939993568,-1.7504785055351122,0.43751061153575543,125.61743114693438,121.54675,117.47606885306563,8.141362293868752,0.0069586573884568015,0.020125895553769268,-0.005337214944201816,0.013797044656706768,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.39281179007486383,1
2021-04-05,AAPL,125.9,123.87,126.1601,123.07,88651180,54.216335540838884,122.78140361921277,125.13276839707373,-0.8887423896435109,-1.5781312823567921,0.6893888927132812,126.28134136629458,121.77075000000002,117.26015863370546,9.021182732589125,0.02357723577235782,0.020638533306733847,0.016388148865746355,0.025108474851710465,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.3838246250673996,1
2021-04-06,AAPL,126.21,126.5,127.13,125.65,80171250,51.49672591206735,123.10793660785917,125.17501277365908,-0.5215145171180637,-1.3668079293090465,0.8452934121909828,126.42372602919185,122.26325,118.10277397080814,8.32095205838371,0.0024622716441620174,0.01789892997245447,-0.0022924901185771246,0.011778750497413368,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5846978697148865,1
2021-04-07,AAPL,127.9,125.83,127.92,125.14,83466720,57.05300988319856,123.56432359758688,125.28187501782931,-0.09304237178197639,-1.1120548178036325,1.019012446021656,127.42244875671192,122.604,117.78555124328808,9.636897513423833,0.013390381110847116,0.015911392875041383,0.016450766907732714,0.022215119066645365,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.639069290332549,1
2021-04-08,AAPL,130.36,128.95,130.39,128.52,88844590,73.98731088335775,124.21153087400718,125.48101717399287,0.43995480615123483,-0.8016528930126591,1.241607699163894,128.8934477615196,123.123,117.3525522384804,11.540895523039211,0.019233776387802992,0.016049912827616124,0.010934470725087438,0.014550264550264364,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4962442753174333,1
2021-04-09,AAPL,132.995,129.8,133.04,129.47,106686700,78.79123311932702,125.04805174314936,125.77568316716962,1.0627308879376471,-0.42877613682259785,1.4915070247602449,130.90307256510928,123.67474999999999,116.4464274348907,14.45664513021859,0.0202132555998773,0.016219188884598022,0.024614791987673287,0.02757395535645318,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6037985772646691,0
2021-04-12,AAPL,131.24,132.52,132.85,130.63,91419980,68.74403056351484,125.63776110094466,125.98997010179042,1.39854997323539,-0.06331091481100028,1.4618608880463904,132.04195580158353,124.18525,116.32854419841647,15.71341160316706,-0.013195984811459005,0.01648342751727028,-0.009658919408391194,0.016994564801347308,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5396088899802302,1
2021-04-13,AAPL,134.43,132.44,134.66,131.93,91266550,75.53694158075604,126.47511718656898,126.3209516664261,1.9001911372352254,0.3293894955982449,1.5708016416369806,133.79945920117322,124.70725,115.61504079882678,18.184418402346438,0.02430661383724475,0.016473742044874444,0.015025672002416257,0.020692791631925944,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.4389333120149543,0
2021-04-14,AAPL,132.03,134.94,135.0,131.655,87222780,75.69952647438657,127.00415364499098,126.54483591480155,2.0801072499161677,0.6795330464618294,1.4005742034543383,134.6926134871546,125.03025,115.36788651284537,19.32472697430923,-0.017853157777281914,0.017047290033944174,-0.021565140062249865,0.02540731457217727,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.5395848480263081,1
2021-04-15,AAPL,134.5,133.82,135.0,133.64,89347100,77.59920634920636,127.71804377403946,126.85680313382895,2.394399278370855,1.0225062928436346,1.3718929855272206,136.0636464786184,125.51725000000002,114.97085352138164,21.092792957236767,0.018707869423615797,0.017267248752997455,0.005081452697653616,0.010176593834181485,0.5034452874754667,0.5034452874754667,0.47210209266166514,0.6572489441220636,0
